Report Month,Continent,Country,Country Code,Language Name,Language Code,Is Sign Language,Is ISO Recognized,First Language Population,First Language Population Group,Language EGIDS,EGIDS Group,EGIDS Has Data Support,All Access Population,All Access Status,All Access Chapter Goal,Eligible For ETEN Funding,All Access Chapters To Goal,Top 100 Progress,Top 100 Revision Status,Completed Scripture,Latest Publication Year,Text Chapters Completed,Audio Chapters Completed,Video Chapters Completed,Unknown Mode Chapters Completed,Translation Status,Is Remaining Translation Need,Expressed Need,Expressed Need Sensitivity,Active Translation,Active Language Development,Active Scripture Engagement,Active Intent,Active OBT,Engagement Maximum Sensitivity,Engagement Minimum Sensitivity,Access Through 2nd Language,2nd Language Scripture Level,Is Protected Country,IllumiNations Region,ETENRegion
2025-08,Africa,Botswana,BW,Yeyi [yey] ,yey,No,Yes,11480,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,80,,,Selections,2022,80,44,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Botswana,BW,ǀGwi [gwj],gwj,No,Yes,1470,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,,0,43,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,LuminAfrica,Africa
2025-08,Africa,Botswana,BW,ǁAni [hnh] ,hnh,No,Yes,1000,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,LuminAfrica,Africa
2025-08,Africa,Botswana,BW,ǁGana [gnk] ,gnk,No,Yes,1030,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,LuminAfrica,Africa
2025-08,Africa,Burkina Faso,BF,"Birifor, Malba [bfo]",bfo,No,Yes,108000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1994,962,260,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Bisa [bib],bib,No,Yes,1027000,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,,1189,1189,0,0,Work In Progress,No,,,No,Yes,No,No,No,Confidential,Confidential,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Bobo Madaré, Southern [bwq]",bwq,No,Yes,278000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2004,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Bolon [bof] ,bof,No,Yes,49620,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Translation Not Started,260,Yes,0,,,,,0,0,0,0,Expressed Need,Yes,Multiple,Unrestricted,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Buamu [box],box,No,Yes,411000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,582,264,0,4,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Burkina Faso Sign Language [BF39],BF39,Yes,No,102000,100K - 499K,5,Developing,No,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,Stories,2020,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Bwamu, Cwi [bwy] ",bwy,No,Yes,24000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,73,,,Selections,,49,24,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Bwamu, Láá Láá [bwj]",bwj,No,Yes,69200,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Cerma [cme],cme,No,Yes,81300,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2013,714,291,0,144,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Dagaari Dioula [dgd] ,dgd,No,Yes,21000,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,151,,,Selections,,0,151,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Dagara, Northern [dgi]",dgi,No,Yes,378000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2013,1189,1189,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Confidential,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Dogoso [dgs] ,dgs,No,Yes,20000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,50,,,Selections,,0,50,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Restricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Dogosé [dos],dos,No,Yes,20000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2017,310,260,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Dyan [dya] ,dya,No,Yes,30800,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2024,51,260,0,0,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Dzùùngoo [dnn],dnn,No,Yes,13400,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2024,260,0,0,0,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Gourmanchéma [gux],gux,No,Yes,1545800,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,2005,1189,1189,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Restricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Kaansa [gna],gna,No,Yes,8000,5K - 9.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2018,312,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Restricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Kalamsé [knz] ,knz,No,Yes,27500,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,25,,,Selections,1978,0,0,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Karaboro, Eastern [xrb]",xrb,No,Yes,40610,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2020,500,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Karaboro, Western [kza] ",kza,No,Yes,30200,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Selections,,0,274,0,0,Work In Progress,No,,Unrestricted,Yes,Yes,Yes,No,Yes,Restricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Kasem [xsm],xsm,No,Yes,277000,100K - 499K,4,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2015,1189,1189,0,260,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Konabéré [bbo],bbo,No,Yes,60000,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2017,336,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Koromfé [kfz],kfz,No,Yes,202000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2017,276,310,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Kpeego [cpo] ,cpo,No,Yes,7000,5K - 9.9K,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Lobi [lob],lob,No,Yes,700600,500K - 9.99M,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1985,592,260,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Lyélé [lee],lee,No,Yes,326000,100K - 499K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2024,1188,1189,0,0,Work In Progress,No,,,No,Yes,No,No,No,Confidential,Restricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Marka [rkm] ,rkm,No,Yes,265800,100K - 499K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,128,,,Selections,1987,128,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Moore [mos],mos,No,Yes,12126700,10M+,3,Institutional,Yes,Top 100,Goal Met in the language,2378,No,2378,Two Bibles,,Bible,2014,1189,1189,0,0,Work In Progress,No,,,Yes,Yes,No,No,Yes,Restricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Natioro [nti] ,nti,No,Yes,2400,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Goal Met - Scripture accessed via second language,25,No,25,,,,,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,Jula [dyu],Bible,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Nuni, Northern [nuv] ",nuv,No,Yes,51700,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2022,260,310,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Nuni, Southern [nnw]",nnw,No,Yes,173000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2007,374,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Paleni [pnl] ,pnl,No,Yes,250,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Pana [pnq] ,pnq,No,Yes,19600,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,No,Confidential,Confidential,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Phuie [pug],pug,No,Yes,14300,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2019,310,260,0,260,Work In Progress,No,,,Yes,No,Yes,No,No,Confidential,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Samo, Matya [stj] ",stj,No,Yes,165000,100K - 499K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,260,260,0,0,Work In Progress,No,,,No,Yes,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Samo, Maya [sym]",sym,No,Yes,59700,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Samo, Southern [sbd]",sbd,No,Yes,133000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2014,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Seenku [sos] ,sos,No,Yes,24600,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,134,,,,,134,0,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Siamou [sif] ,sif,No,Yes,26700,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,22,,,Selections,2009,0,22,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Sininkere [skq] ,skq,No,Yes,6000,5K - 9.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met - Scripture accessed via second language,260,No,260,,,,,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,"Fulfulde, Western Niger [fuh]",New Testament,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Sissala [sld],sld,No,Yes,13000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2006,372,260,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Sénoufo, Nanerigé [sen] ",sen,No,Yes,98100,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Sénoufo, Senara [seq] ",seq,No,Yes,91300,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation Not Started,260,Yes,0,,,,,0,0,0,0,Expressed Need,Yes,Initial Translation,Unrestricted,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Sénoufo, Sìcìté [sep]",sep,No,Yes,28000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2017,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Toussian, Northern [tsp] ",tsp,No,Yes,19500,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,103,,,,,62,59,0,103,Work In Progress,No,,Unrestricted,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,"Toussian, Southern [wib]",wib,No,Yes,19500,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2019,260,260,0,260,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Turka [tuz],tuz,No,Yes,70000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,57,,,Selections,2010,53,4,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Viemo [vig],vig,No,Yes,8000,5K - 9.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,73,,,Selections,,0,73,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,Yes,Restricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Wara [wbf] ,wbf,No,Yes,4200,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burkina Faso,BF,Winyé [kst],kst,No,Yes,20000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Burundi,BI,Burundian Sign Language [lsb],lsb,Yes,Yes,58000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Translation in Progress,260,Yes,25,,,Selections,2014,0,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Confidential,Unrestricted,,,No,null,Africa
2025-08,Africa,Burundi,BI,Rundi [run],run,No,Yes,12917950,10M+,1,Institutional,Yes,Top 100,Translation in Progress,2378,Yes,1189,Bible,,Bible,2024,1189,1189,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Aghem [agq],agq,No,Yes,39100,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2019,260,0,0,0,Work In Progress,No,,,No,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Ajumbu [muc],muc,No,Yes,200,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Akoose [bss],bss,No,Yes,100000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2012,264,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Akum [aku] ,aku,No,Yes,1300,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Restricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Ambele [ael] ,ael,No,Yes,5000,5K - 9.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation Not Started,260,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Atong [ato] ,ato,No,Yes,3200,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Awing [azo],azo,No,Yes,14000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2019,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Babanki [bbk],bbk,No,Yes,39000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2017,260,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bafaw-Balong [bwt],bwt,No,Yes,8400,5K - 9.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,177,,,,,177,48,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bafia [ksf],ksf,No,Yes,67000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1996,260,260,0,0,Limited or Old Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bafut [bfd],bfd,No,Yes,100000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2006,339,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Restricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Baka [bkc],bkc,No,Yes,63200,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,Stories,2011,0,0,0,0,Work In Progress,No,,Confidential,Yes,Yes,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bakaka [bqz],bqz,No,Yes,30000,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bakoko [bkh],bkh,No,Yes,58000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2023,260,0,0,260,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Balo [bqo] ,bqo,No,Yes,600,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bambili-Bambui [baw],baw,No,Yes,12500,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,164,,,,,164,52,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bamun [bax],bax,No,Yes,420000,100K - 499K,3,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,1988,1189,1189,0,0,Limited or Old Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bana [bcw],bcw,No,Yes,23000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2019,422,260,0,425,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bangandu [bgf],bgf,No,Yes,8500,5K - 9.9K,6a,Vigorous,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,1992,173,21,0,21,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bankon [abb] ,abb,No,Yes,13000,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Barombi [bbi] ,bbi,No,Yes,2300,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Basaa [bas],bas,No,Yes,300000,100K - 499K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,1969,1189,1189,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bassossi [bsi] ,bsi,No,Yes,5000,5K - 9.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Batanga [bnm],bnm,No,Yes,13750,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,143,,,Selections,2023,143,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Confidential,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bati [btc],btc,No,Yes,500,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Beba [bfp] ,bfp,No,Yes,5000,5K - 9.9K,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bebele [beb],beb,No,Yes,40000,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,118,,,,,118,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bebil [bxp],bxp,No,Yes,6000,5K - 9.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,24,,,,,24,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Beezen [bnz] ,bnz,No,Yes,800,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Befang [bby],bby,No,Yes,9000,5K - 9.9K,6b,In_Trouble,No,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bonkeng [bvg] ,bvg,No,Yes,1500,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bulu [bum],bum,No,Yes,858000,500K - 9.99M,3,Institutional,Yes,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,2009,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Bum [bmv],bmv,No,Yes,18000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,260,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
2025-08,Africa,Cameroon,CM,Busam [bxs] ,bxs,No,Yes,7800,5K - 9.9K,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Africa
